,c,c_growth,sp500_ret_real,TBill_ret_real
1954-01-01,612.5753853026581,-0.030678518503507002,0.05094190317666225,-0.005292153262608568
1954-04-01,642.4057279236276,0.04869660671434106,0.1406413374057962,0.027776458328907738
1954-07-01,645.1005512850376,0.004194893109250586,0.04627954385010358,0.018903771598723473
1954-10-01,684.6431709460119,0.06129683129584307,0.13814135725706267,0.008457373464225482
1955-01-01,745.8426312215,0.08938884206049291,0.07682579150275748,-0.003167461171405539
1955-04-01,786.0853109853824,0.053955992965935895,0.025666041971460718,-0.0012043510294045268
1955-07-01,811.4192807957154,0.032228015784414143,0.13174450403064064,-0.004855625521868023
1955-10-01,790.0379633339057,-0.026350516887942543,0.04288088512788124,0.003132267408124223
1956-01-01,753.9862027024459,-0.04563294715525301,0.00037286940748781916,0.0019519270863477267
1956-04-01,755.1202306000151,0.0015040433014616994,-0.0012664229517266312,0.004207442474380763
1956-07-01,741.8589000635585,-0.017561879551179826,0.035713550130926475,-0.00797124934436777
1956-10-01,765.7403306761146,0.03219133801658236,-0.05224947641347022,-0.005486188104169232
1957-01-01,779.7649557003734,0.018315118666762276,-0.056309223818003074,-0.0003809019204935593
1957-04-01,761.4249860065363,-0.0235198691089733,0.06822663086559566,-0.006002989678954407
1957-07-01,756.1847665137781,-0.006882121796713991,-0.04065647727418942,0.008362834277475306
1957-10-01,747.3416717730598,-0.011694357162849722,-0.09156035927169481,0.006236226645019327
1958-01-01,697.6200594985125,-0.06653129907313116,-0.02292381476817118,-0.013116562822776734
1958-04-01,686.9232820695173,-0.015333242333491204,0.08166378033454746,0.0064369738884639816
1958-07-01,701.1711102409852,0.02074151298023108,0.0844144195626424,0.005203546438305784
1958-10-01,726.8424248919372,0.03661205414200408,0.10162967967215031,0.010254313671010262
1959-01-01,766.2693327247512,0.05424409264315533,0.039554921611176797,-0.010390764988245538
1959-04-01,795.106766233539,0.037633547732160766,0.04802578052436379,0.003576339337804324
1959-07-01,810.4808381871927,0.019335858536937645,0.004269063179183519,0.008886965171436056
1959-10-01,771.7600531970742,-0.047775077664668264,-0.0024514721319018884,0.010877552005074342
1960-01-01,796.5896743892608,0.03217272141688099,-0.04442166251849766,0.01097513131397787
1960-04-01,814.7173386672281,0.022756589572750396,-0.0009519049166257787,0.008570063537812977
1960-07-01,808.2013375571981,-0.00799786723661644,0.024598816356065978,0.008928704222433748
1960-10-01,787.891609809418,-0.02512953988565103,-0.029663359507211107,0.00748101638944676
1961-01-01,744.5795875198309,-0.054972056752912835,0.14683432580773026,0.0056643548592967274
1961-04-01,760.026667602372,0.020746042923355912,0.044411765039098716,0.0009723359936224529
1961-07-01,778.5811589646861,0.024412947799380857,0.019837191351409267,0.0011587881889951746
1961-10-01,816.3218913389408,0.04847372934690619,0.05395387442946453,0.007343173802498049
1962-01-01,834.0239531427573,0.021685148948757726,-0.022148524127261093,0.006590906395285812
1962-04-01,856.4319265222023,0.026867301946194244,-0.15522399131786857,0.005406403306750018
1962-07-01,862.6799171554379,0.007295373327110166,-0.01703619089924069,0.0037306137326162947
1962-10-01,900.649986021806,0.04401408692991127,0.06187682394714833,0.010910863090732192
1963-01-01,918.5851528384279,0.01991358140784749,0.03454706689353393,0.006880259524162824
1963-04-01,938.2847191989553,0.021445552760847253,0.09944742162409148,0.004200719308565137
1963-07-01,949.8845225484919,0.012362775511722823,0.02497665237391411,0.005289435728723646
1963-10-01,964.8767483728016,0.01578320887268103,0.010586385527536546,0.0054528726438831665
1964-01-01,1002.4718246560188,0.03896360477814276,0.056975099356000314,0.007245899287673385
1964-04-01,1028.6761908056314,0.02613975326299478,0.028050645522256,0.009157436829123178
1964-07-01,1062.7120991758432,0.03308709647839292,0.026940677646568822,0.009720199679614128
1964-10-01,1030.1174511198626,-0.030671193149356624,0.018699126917316233,0.011113292104328654
1965-01-01,1126.0190806591502,0.0930977622357827,0.04412179388281934,0.009428660985944193
1965-04-01,1127.8580128762833,0.001633127047950822,0.020032987466239938,0.012699620898076969
1965-07-01,1166.4101846670399,0.03418175989408456,-0.012556707024912517,0.014586780056208282
1965-10-01,1215.5304295837802,0.042112325117224625,0.05548726406738158,0.015861743107890458
1966-01-01,1273.2555068406318,0.04748961922460282,-0.014420593805959503,0.012684311363597933
1966-04-01,1222.38196258569,-0.03995548731705545,-0.04806050874582657,0.006932352616425552
1966-07-01,1262.4238510010648,0.03275726380212185,-0.10153059326507652,0.007915470839967798
1966-10-01,1261.9242063561014,-0.0003957820066272655,0.025938766528853074,0.008143378976754878
1967-01-01,1238.020615684636,-0.018942176202871086,0.09717372794147572,0.013184170339308743
1967-04-01,1291.2246030095,0.04297504149027587,0.024587381213186488,0.004594737380493541
1967-07-01,1280.8470507544582,-0.008036984604269826,0.02691326333299293,-0.00043985822991210455
1967-10-01,1284.0482778522808,0.0024993047342669605,-0.0013327884796883183,0.0015540067801544932
1968-01-01,1363.7651582870924,0.06208246357227876,-0.06311234742944394,0.005870078624491404
1968-04-01,1392.811640850265,0.021298742226011358,0.11530558548973047,0.007389596838386137
1968-07-01,1455.4689188515188,0.04498618202458715,-0.014908097984550062,0.0043857275769441095
1968-10-01,1446.9340011203005,-0.005864032972928701,0.07875635783126245,0.0045226359291039575
1969-01-01,1474.3333551726398,0.018936146383404573,-0.09536113556176717,0.009004488334481309
1969-04-01,1470.4600877906032,-0.0026271313529245832,0.03855986634750286,0.007593361994596037
1969-07-01,1466.377580739111,-0.002776346726708012,-0.07630155542551498,0.012267701092895322
1969-10-01,1460.866768513307,-0.0037581127113428536,-0.030261122883568192,0.01167628781207708
1970-01-01,1438.5635394593205,-0.015267120544253387,-0.03930592481911621,0.0158093073686687
1970-04-01,1455.2577715236023,0.011604792980194789,-0.13570076403677278,0.012308188279619658
1970-07-01,1460.5847990348593,0.003660538782541467,0.03235997082552555,0.008047688474281056
1970-10-01,1363.5000936855913,-0.06646974924935589,0.06286185258246713,-0.0034636140641179924
1971-01-01,1509.6303367153698,0.10717288814757842,0.09346581355527128,-0.004679697150174578
1971-04-01,1543.8674269640592,0.022679121779694666,0.02569384362845395,0.003347111436159622
1971-07-01,1584.8807991665135,0.026565345887959557,-0.009080860154739412,0.014545262306269846
1971-10-01,1652.5287993593297,0.0426833363293897,-0.03165569741676488,0.015615433992516081
1972-01-01,1690.3438587919134,0.022883146997041193,0.11517269644225636,-0.00010786895950753994
1972-04-01,1732.7884790666585,0.025110050865674305,0.01658242311329783,0.0041429578713729764
1972-07-01,1777.2655824919896,0.0256679357940377,0.01142966373083576,0.005231887128360091
1972-10-01,1871.300339640951,0.052909794729221415,0.05602464420934705,0.015187463923812983
1973-01-01,1990.36617591544,0.06362732574362395,-0.05782737046605402,0.009799197770118173
1973-04-01,1967.0841698378927,-0.011697348135872088,-0.07142053445417007,0.008175232395734033
1973-07-01,1950.0268352316773,-0.008671380141105578,0.0006334501941778203,0.01520861822029751
1973-10-01,1905.2013672165253,-0.022987103154314514,-0.10437878324234806,0.015006313914217362
1974-01-01,1861.5438885296019,-0.022914889438015895,0.006203740629740828,0.00743089287272003
1974-04-01,1871.9430029530665,0.005586284850731538,-0.09033251231799078,-0.005370304117667479
1974-07-01,1882.5121520106054,0.005646084865225998,-0.23758035299279034,-0.01755947488816556
1974-10-01,1702.5709694697373,-0.0955856685167652,-0.06345462283249437,-0.0129461457034864
1975-01-01,1737.4686882003957,0.02049707140344781,0.2002531935632057,-0.0014964464143695233
1975-04-01,1770.300722666874,0.01889647548151463,0.09532168790319817,-0.004664058754688671
1975-07-01,1880.4268456719742,0.06220757953439704,-0.08670877765122353,0.004444382431615157
1975-10-01,1935.277122418339,0.029169056415360828,0.04465681208939931,-0.001537723188393736
1976-01-01,2032.8017826243915,0.050393124104203046,0.0884277481316087,-0.001401419211378152
1976-04-01,2042.4997537673596,0.0047707411641717545,-0.012675251081789352,0.001524192629652532
1976-07-01,2066.06493364312,0.01153742115870271,0.029701454495333346,0.000524880153244478
1976-10-01,2098.8193356220913,0.015853520112368846,-0.03146397584671978,-0.005366025128551333
1977-01-01,2177.8580309040317,0.03765864643061967,-0.02783320174072612,0.001104428430616089
1977-04-01,2229.1951368927007,0.023572292252382887,-0.04192215166034896,0.0067723570960158685
1977-07-01,2261.8753352144204,0.014660088648530412,-0.011304837855705574,0.0030528030603085288
1977-10-01,2309.248222380744,0.02094407522324082,-0.03501713242871274,0.001531231161759239
1978-01-01,2247.8221415607986,-0.026600033822530178,-0.09221977454654895,0.0012519119822684832
1978-04-01,2415.3892563460854,0.07454642949149659,0.0997612065470006,0.000566936057277756
1978-07-01,2382.962816368714,-0.013424933431402719,0.04804440286133271,0.0015452413827483635
1978-10-01,2402.0379054740342,0.008004778326498485,-0.087347937956755,0.003186339006673755
1979-01-01,2374.0603302533787,-0.01164743285561698,-0.009644359799093283,0.0063472773208264055
1979-04-01,2320.707598428488,-0.022473199667675026,0.005728161206632221,0.004959697804076235
1979-07-01,2385.611867523398,0.0279674480054537,0.07110355997109163,0.011691074449392769
1979-10-01,2324.285105432996,-0.025706932014078143,-0.03241723047553191,0.01017035415359624
1980-01-01,2287.7212007689654,-0.015731247676355475,0.03274924333929263,0.0024357543707536067
1980-04-01,2040.999711066166,-0.10784596025943627,-0.03817643773518675,-0.0003742636004990807
1980-07-01,2131.6566088420573,0.04441788858879092,0.09719705551488178,0.0038145146169745736
1980-10-01,2196.793572265516,0.0305569683002751,0.09017257220325958,0.014995583138313284
1981-01-01,2259.3640095132273,0.028482620323394103,-0.04997515921476958,0.021111048402017163
1981-04-01,2171.5140645138035,-0.038882599098474024,-0.015520216046690738,0.0161629957051439
1981-07-01,2237.4638080181894,0.030370396665679422,-0.08445706698453859,0.0205762487483252
1981-10-01,2076.4860599684375,-0.0719465260054134,0.011861911335979913,0.015016044291727537
1982-01-01,2142.5938323233554,0.03183636703822734,-0.10891951610998729,0.02193153844871243
1982-04-01,2150.0940352330176,0.0035005248295376656,-0.021995466481453563,0.02177258782182734
1982-07-01,2167.2082387731243,0.007959746531854384,0.055060528201652525,0.01886490939135932
1982-10-01,2265.940942013457,0.04555755255721361,0.1697191766945867,0.0162464399821598
1983-01-01,2288.637156693362,0.0100162428151096,0.07995687570779042,0.01246559480812981
1983-04-01,2455.47509624027,0.07289837930795295,0.07335415371612508,0.016611657196542673
1983-07-01,2549.878140311522,0.03844593830977905,0.004839608881650026,0.016569745474330988
1983-10-01,2675.8131699590167,0.049388646326490315,0.007490923491928259,0.01499214685011152
1984-01-01,2777.010666018718,0.0378193429929381,-0.05012353277847237,0.021908556756069064
1984-04-01,2841.706011174673,0.02329675789423824,-0.03727667479715058,0.01732321077552701
1984-07-01,2842.7836550847246,0.00037922427788572577,0.07383116123635958,0.022830644742632522
1984-10-01,2935.164908089455,0.032496758182597896,-0.014304251984467276,0.01950712039311009
1985-01-01,3037.213409702392,0.03476755303652146,0.11965043189790592,0.014683020862240825
1985-04-01,3073.3653363195467,0.011902991900953452,0.03084630701088531,0.015817737484044025
1985-07-01,3269.941686393217,0.06396126999632168,-0.005761282355876141,0.019048341047228856
1985-10-01,3157.0235695775573,-0.034532150003020234,0.06403158905023254,0.014810280926196295
1986-01-01,3221.0853580299713,0.020291830909892727,0.12426384606559293,0.016595003394928032
1986-04-01,3334.5695993188256,0.03523167773432179,0.08205362907734104,0.010355074315656854
1986-07-01,3618.867832610708,0.0852578495737375,0.005802416867043636,0.005153244547458247
1986-10-01,3561.5452930728243,-0.01583990965940585,-0.003514791879654644,0.007405440669088215
1987-01-01,3350.549221802344,-0.059242843740009654,0.12682017252464384,0.00509937153076212
1987-04-01,3488.195294005497,0.04108164455769714,0.016177545830205142,0.005958553515714948
1987-07-01,3632.513822831137,0.0413734084997055,0.10789678078522758,0.007557963769524889
1987-10-01,3534.5839323168293,-0.026959261627250264,-0.2855299810557591,0.010250933124693162
1988-01-01,3701.9995750607895,0.04736502115942787,0.1538225299220899,0.01577454912364118
1988-04-01,3703.3909579671467,0.00037584631714460137,-0.007481879721673579,0.009606749499806888
1988-07-01,3655.1817920445096,-0.013017574020621314,-0.03812231763205565,0.009913885898194641
1988-10-01,3749.890086157026,0.02591069322971795,0.04695443474395988,0.011276391875985947
1989-01-01,3733.200822691552,-0.004450600706160324,0.04834075013450545,0.015575419917216449
1989-04-01,3783.022774327122,0.013345639305749835,0.12050542926522922,0.019539774632461704
1989-07-01,3868.6028629794264,0.022622144712709513,0.09617990803272458,0.016787916209603404
1989-10-01,3751.0676265137417,-0.03038183050279919,-0.012006604962140233,0.015267255436454796
1990-01-01,3909.564663313838,0.04225384679278732,-0.056039875999845945,0.013472859716435526
1990-04-01,3780.335553162118,-0.03305460358908163,0.09131515986460648,0.01873562802593831
1990-07-01,3742.001516300227,-0.010140379424738,-0.11072827121122564,0.017749508696157434
1990-10-01,3638.934075828308,-0.027543398906428984,0.0010996082373679883,0.014980176531475653
1991-01-01,3538.6202343621057,-0.027566820221487043,0.13337441971584996,0.0061357700786215386
1991-04-01,3556.367065021365,0.005015183739392803,0.04485432723408245,0.011078232290827605
1991-07-01,3610.998449242515,0.01536157073280675,0.006810196000011315,0.009447688683431377
1991-10-01,3552.0771336745624,-0.016317181077802112,-0.029496847109713897,0.009019340569392797
1992-01-01,3691.540807975597,0.03926256921024729,0.08145891469797784,0.009655634292843995
1992-04-01,3717.1698435192943,0.006942639097561987,0.009003906226554337,0.0063279684894463895
1992-07-01,3796.4236996619416,0.02132102095921784,-0.0037679537613002356,0.006783460394584662
1992-10-01,3871.7088949585122,0.01983055666396627,0.03373757292458657,0.006014522267138611
1993-01-01,3909.1461156779974,0.009669430666193302,0.026593335487892666,0.007833987722986047
1993-04-01,4035.9063517555355,0.03242657918801095,0.021355913831617723,0.002059943950969201
1993-07-01,4080.833999252216,0.011131984635158299,0.015590887954339383,0.0025351946603302533
1993-10-01,4179.018819553691,0.024059988796277132,-0.0092646849817426,0.0009520357947003788
1994-01-01,4278.591203377391,0.023826737357055983,0.0032046224548023527,0.005730244265685469
1994-04-01,4324.7063752329495,0.010778120569022054,-0.020506139883759045,0.0038646918036120415
1994-07-01,4370.382590483295,0.010561691658866668,0.026719329211797094,0.00393895781113951
1994-10-01,4524.188004811823,0.0351926658923285,-0.05286692553806649,0.011220158245895506
1995-01-01,4430.741580726603,-0.02065484988374311,0.07751330338448637,0.010015518175726656
1995-04-01,4476.006882715388,0.010216190938709957,0.09970713687082378,0.014798586564411353
1995-07-01,4602.41386720149,0.028241016557466914,0.06030381450337696,0.016435771242398367
1995-10-01,4682.282842785355,0.017353714352601246,0.0789066612391982,0.01515241491586794
1996-01-01,4733.151608622359,0.01086409504615582,0.06080048110966341,0.011341162736199228
1996-04-01,4883.757202894156,0.03181930492094098,0.04305097371840794,0.019038243296535695
1996-07-01,4918.602714932127,0.007134980423949333,-0.016847685406059076,0.015159444351095841
1996-10-01,5014.586226704574,0.01951438596190247,0.16057205200418556,0.016601206745663122
1997-01-01,5150.412052818674,0.027086148282938316,0.05528552156293376,0.01633354852613733
1997-04-01,5134.156857831466,-0.0031560960211546307,0.0745422714164512,0.02224227886366026
1997-07-01,5363.174961229382,0.04460676012431897,0.10336431317948436,0.019228796938309367
1997-10-01,5500.544711079275,0.025613512675410455,0.05676321886965208,0.01816287513423065
1998-01-01,5545.339056310183,0.00814361987471579,0.08277583717550208,0.0198887700351702
1998-04-01,5825.8834577924545,0.05059102764203982,0.049140798200342006,0.019812234052939637
1998-07-01,5991.3759549412725,0.02840642081974054,-0.08163631555952144,0.019654187874952767
1998-10-01,6344.972088517077,0.059017517217256676,0.19092687765693905,0.01803504471268469
1999-01-01,6358.108265289506,0.002070328535597854,0.06071488646466072,0.019414592210581727
1999-04-01,6661.562200453558,0.047727078952191304,0.05223867396859139,0.016001938883045908
1999-07-01,6820.673618940248,0.023885000799940936,0.033199529321387145,0.01610751346056838
1999-10-01,6901.9130653939155,0.011910765855746908,0.05634968135011609,0.018444640295368853
2000-01-01,7286.671730839229,0.05574666933643191,-0.008642876824831669,0.0182870144375622
2000-04-01,7151.882072142795,-0.018498110478336383,0.0527030477209689,0.016125913266297864
2000-07-01,7273.538164497882,0.01701036050761351,0.056133537436185765,0.020971676082786272
2000-10-01,7324.41597287203,0.006994918734665179,-0.13306639531091047,0.017172546945850797
2001-01-01,7445.700375976092,0.01655891794694231,-0.05201060686136216,0.016374127968803887
2001-04-01,7439.5718204105415,-0.0008230999444087672,0.022918248562519006,0.016235942245509172
2001-07-01,7524.988597119957,0.011481410324593488,-0.09533904109020597,0.014637334405425806
2001-10-01,8151.541691563464,0.08326299586464603,0.0022555768286320887,0.009716729211447506
2002-01-01,8061.511147811726,-0.01104460323682288,0.010522514221579682,0.013154256709247969
2002-04-01,8111.784282643517,0.006236192434645238,-0.07584516726238322,0.00932364627249438
2002-07-01,8355.39540741853,0.03003175581188189,-0.15206520147447333,0.009116796878480438
2002-10-01,8280.195143250596,-0.009000204119743449,0.07148375624426939,0.010047909180397108
2003-01-01,8289.594338258436,0.001135141726158695,-0.09507268428717652,0.01592299123738905
2003-04-01,8666.950457074552,0.04552166287251591,0.17107814559528078,0.013608813945585885
2003-07-01,9050.500838350403,0.04425436411290096,0.06766415057932362,0.012557187522673985
2003-10-01,9180.35000350705,0.014347180059519626,0.05674313545478582,0.011528000253715032
2004-01-01,9338.946610972656,0.017275660231365952,0.08117255697983872,0.0031716503926737527
2004-04-01,9362.046706071438,0.0024735225567775743,-0.029269398803264846,0.0035257277189213454
2004-07-01,9602.941827225177,0.025731031762265655,-0.00604237469979696,0.011432616539131413
2004-10-01,9784.26104325385,0.018881632242592206,0.07579991774662576,0.0036108181518306193
2005-01-01,9831.303531412475,0.004807975579419033,0.01818635742638608,0.008474090272057033
2005-04-01,10093.20477909545,0.026639524132904713,-0.0053567748549558925,0.00852830375655289
2005-07-01,10290.669001500964,0.019564075705121198,0.02349248402829196,0.015620045920271108
2005-10-01,9982.761245488819,-0.02992106304917941,0.03768531237125439,0.011799844597625286
2006-01-01,10379.035594165363,0.03969586559586613,0.02531570295882135,0.015086372110828306
2006-04-01,10383.435277960987,0.00042390102198863744,0.00036834929829066,0.01629769760091193
2006-07-01,10532.290267542747,0.01433581330233813,0.024240095712376508,0.016583357859995207
2006-10-01,10681.116134630314,0.014130437284491038,0.07221011609838923,0.01852935355702967
2007-01-01,10825.256624492718,0.013494890238583857,0.009892131375982993,0.017530782597774408
2007-04-01,10938.723545583705,0.010481684178669903,0.10015908411617946,0.016498185239886665
2007-07-01,11071.920257879921,0.01217662296164268,-0.02381264480862333,0.017618042371123188
2007-10-01,11153.49596529689,0.007367801204936519,-0.007245351784223919,0.012670215937750529
2008-01-01,10791.148240312834,-0.032487367737565775,-0.09326903243713958,0.007940952370381282
2008-04-01,10713.381733947286,-0.007206508949161972,0.047639680077941726,0.010615321399843447
2008-07-01,10351.978159008464,-0.03373384650279465,-0.07503557352104906,0.006962458981622843
2008-10-01,9590.64138305059,-0.07354505238164033,-0.3565386518989907,0.007963227775695803
2009-01-01,9608.938547486034,0.0019078144729485214,-0.13673220661363938,0.005932258986933947
2009-04-01,9540.297133211207,-0.007143496020461715,0.34890382138505305,0.0030442199565658967
2009-07-01,10004.58134792148,0.048665592719751904,0.06669748827091704,0.00813508404172758
2009-10-01,9769.122590712503,-0.02353509347574001,0.10724917576926485,-0.0032603912717050765
2010-01-01,9888.964214808,0.012267388701768356,0.011653952869782325,0.00571921849605439
2010-04-01,10200.721153846154,0.0315257424606028,-0.03171504071377318,0.009358376951284164
2010-07-01,10360.839560136645,0.01569677318648388,0.01648642765454289,0.007849753707716456
2010-10-01,10650.322440474427,0.02794009873983261,0.11993771918744645,0.003491376573484972
2011-01-01,10742.623824946677,0.008666534275195037,0.08299047700586759,0.00019643281393122436
2011-04-01,10666.157770839283,-0.007118005373121461,0.0037650572857725884,-0.0023869844757596903
2011-07-01,10760.66689685789,0.008860653297009247,-0.08231342678959663,0.0016732961921355205
2011-10-01,11018.64159988906,0.02397385826583842,0.03751985341306541,0.004066424616181674
2012-01-01,11288.477370336941,0.024489023261324405,0.10557043719004189,0.0015439831696468787
2012-04-01,11310.009378803903,0.0019074324871786175,-0.06439770406099232,0.0061428833144498984
2012-07-01,11456.94387299421,0.012991544858103943,0.105657847477997,0.006041677380504096
2012-10-01,11716.925462711217,0.022692054059008093,0.006682316397089494,0.0036796715392253265
2013-01-01,12016.972625449842,0.025608011563572397,0.08130957857513388,0.00408734293909685
2013-04-01,12071.218369736775,0.004514094021654813,0.08841410920646653,0.0074473110548827215
2013-07-01,12173.466984754317,0.008470446966139411,0.005110076241827688,0.005583918278848188
2013-10-01,12304.647904734435,0.01077597040714906,0.10495002688584743,0.00623889277362033
2014-01-01,12500.965992895279,0.015954791204168206,0.033430843689877365,0.00845640801716585
2014-04-01,12950.20217956889,0.03593611781112971,0.04911019072189493,0.005999767392460775
2014-07-01,13185.821099279608,0.01819422712044183,0.045415699494582684,0.005126511851946791
2014-10-01,13434.84287376997,0.018885572056181354,0.0333203165508662,0.007626292910212218
2015-01-01,13676.023180007245,0.01795185165195723,0.03812887306316837,0.00682537385888371
2015-04-01,13964.88590317765,0.021121836323931387,-0.001673394725563715,0.0010523922799483554
2015-07-01,14154.210322913088,0.013557176266822069,-0.0875952236720211,0.006842328598721803
2015-10-01,14234.119272790087,0.005645595766486489,0.10485386212842096,0.005958598191428299
2016-01-01,14430.118718490812,0.013769692521503396,-0.055097877525452255,0.004988154083701568
2016-04-01,14623.867728909747,0.013426709384633417,0.06815842828609098,0.0072562958044932735
2016-07-01,15006.726951918834,0.026180435306606187,0.04490614885292188,0.011233406729229012
2016-10-01,15225.773448099462,0.014596553724369521,0.017822309845411333,0.009511845877603342
2017-01-01,15371.150747346781,0.009548106028430814,0.09274075990756314,0.0007954722575060913
2017-04-01,15615.756869686007,0.01591332531700318,0.02236718691991868,0.010256100663373235
2017-07-01,15949.340798266207,0.02136200834605506,0.026919180187324088,0.01025148619346572
2017-10-01,16458.964567776737,0.03195265409125425,0.07099363671605619,0.006864166702306607
2018-01-01,16620.163500130755,0.009793989876472065,0.01689652921408924,0.007324434473096275
2018-04-01,16906.56965937211,0.01723245136782814,0.024296581196449063,0.007547098609675729
2018-07-01,17038.890732835087,0.007826606823793103,0.063132229252433,0.008719432619665346
2018-10-01,17143.181896462647,0.006120771901341193,-0.033683539179266364,0.008889495142289539
2019-01-01,17184.545506813087,0.0024128315618570095,0.00632170223056594,0.007472158562606079
2019-04-01,17706.071539729564,0.030348549672710945,-0.01869196281492569,0.008205198850228745
2019-07-01,17980.33880249644,0.015490012121066155,0.06369570048916184,0.009405133337641924
2019-10-01,18118.9054958379,0.007706567426984057,0.07878919590407474,0.010820657318579396
2020-01-01,17521.532445027282,-0.03296959912660502,-0.0033157641824242967,0.007009551165043204
2020-04-01,17447.79114095861,-0.004208610422634651,-0.0032397130815338127,0.00836659411346341
2020-07-01,20284.656329553345,0.16259165218542804,0.13150099616911226,-0.019320871095308112
2020-10-01,20228.76815367702,-0.0027551946145076833,0.038566901542443244,0.000282797441699012
